行業別大類,行業別中類,行業別小類,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
H.金融、保險及不動產業,67 保險業,671 人身保險業,12943029,10730811,13523545,21814790,9865658,17726816,18438868,19232887,16884908,16564944,15522703,14709760
H.金融、保險及不動產業,67 保險業,672 財產保險業,2453793,2071860,2489414,2597030,2916982,3028451,3158622,3326345,2975842,2959873,2802038,2738614
H.金融、保險及不動產業,67 保險業,673 社會保險業,180702,145508,184404,190684,227380,242472,254185,271716,238930,225175,217380,209680
H.金融、保險及不動產業,67 保險業,674 保險輔助業,7151,5348,5792,6574,9308,9606,11282,11824,10700,9151,8890,8273
H.金融、保險及不動產業,67 保險業,675 再保險業,0,0,0,0,0,0,0,0,0,0,0,0
H.金融、保險及不動產業,67 保險業,679 其他保險業,195722,166316,170933,196386,258710,270189,276270,300054,285284,244830,250780,239454
H.金融、保險及不動產業,68 不動產業,681 不動產經營業,841873,682038,742936,845193,1148525,1254390,1394031,1423837,1367750,1238011,1143465,978807
H.金融、保險及不動產業,68 不動產業,682 市場及展示場管理業,1120647,972574,1134517,1319913,1590915,1715723,1921426,1939034,1797732,1677038,1503975,1336308
I.工商服務業,71 法律及會計服務業,711 法律服務業,235573,150953,223726,250379,317919,341197,352828,372710,327884,309832,272602,254079
I.工商服務業,71 法律及會計服務業,712 會計服務業,33997,31534,30904,33470,44020,49156,60636,60898,64637,53169,49431,38973
I.工商服務業,72 建築及工程技術服務業,,1301930,1026866,1330272,1358926,1652317,1761204,1843644,1946476,1676551,1633977,1523029,1418760
I.工商服務業,73 商品經紀業,,5998249,4943835,6372924,6684762,7728645,8356004,8614790,8995641,7526769,7578126,6604786,6385916
I.工商服務業,74 顧問服務業,,266948,236855,266502,279831,320522,345552,374353,397064,458237,203722,303839,295507
I.工商服務業,75 資訊服務業,,20564416,19277251,21043023,22237074,22951019,24700480,26370970,27848802,27604087,28694445,27730946,28611911
I.工商服務業,76 廣告業,,183515,149517,143829,163772,215706,232735,241719,259107,252313,225995,220771,202870
I.工商服務業,77 設計業,,89868,75465,87171,91119,111502,104924,111498,110273,112737,106680,105876,101547
I.工商服務業,78 租賃業,781 機械設備租賃業,285574,234636,291255,316946,347686,370234,398352,404692,364232,340606,315254,301474
I.工商服務業,78 租賃業,782 運輸工具設備租賃業,158428,134009,158011,160400,174810,184373,214955,223257,190329,190717,189412,173428
I.工商服務業,78 租賃業,783 物品租賃業,121302,111401,108694,111685,144820,142383,157531,166987,155915,151137,139617,130780
I.工商服務業,79 其他工商服務業,,79521291,68622082,78070799,83833923,96878411,101223283,107028493,112005670,103687282,99972234,93980881,89895174
J.社會服務及個人服務業,81 環境衛生及污染防治服務業,,36505899,32994277,37323103,38664252,41795609,38406964,39802774,41109319,41160128,45332159,41236387,41051423
J.社會服務及個人服務業,82 社會服務業,821 教育訓練服務業,192217253,152292387,222514614,253854925,327402524,327341160,259973280,263806272,290729132,318286114,260247782,236583059
J.社會服務及個人服務業,82 社會服務業,822 學術研究服務業,31367746,26946293,32627885,34907275,40607677,42277859,43899690,44466602,39916231,40724016,35555074,34136834
J.社會服務及個人服務業,82 社會服務業,823 醫療保健服務業,205262907,182191881,212943608,241027814,278406363,289485802,304911949,306380488,284460033,281659581,244927873,230757479
J.社會服務及個人服務業,82 社會服務業,824 社會福利服務業,7055633,6503343,7076929,7407253,9177342,10367495,11609662,11685271,10213824,9769350,8090456,7461707
J.社會服務及個人服務業,82 社會服務業,825 人民團體,5819453,5047560,5979727,6393144,7815112,8494889,9369394,9610564,8592465,8382571,7437149,6648512
J.社會服務及個人服務業,82 社會服務業,829 其他社會服務業,9801692,8966789,9928162,11008168,13322555,14233113,15729984,16033075,14354050,14115618,12446950,11226553
J.社會服務及個人服務業,83 出版業,831 新聞出版業,3525071,3072279,3566544,3677314,3935066,3989033,4188692,4280590,3887227,3862582,3674863,3570047
J.社會服務及個人服務業,83 出版業,832 雜誌(含期刊)出版業,919030,807529,846810,876414,1030875,1025701,1120929,1088940,1052973,1043800,980544,999300
J.社會服務及個人服務業,83 出版業,833 書籍出版業,390063,338639,350375,387534,505061,543630,624515,655239,627450,567476,535831,475328
J.社會服務及個人服務業,83 出版業,839 其他出版業,270037,212268,236597,305882,380983,474195,499069,442701,403774,386211,333511,306645
J.社會服務及個人服務業,84 電影事業,841 電影片製作業,164211,141294,153259,167392,204604,215236,227165,218144,181452,207670,176615,161435
J.社會服務及個人服務業,84 電影事業,842 電影片發行業,0,0,0,0,0,0,0,0,0,0,0,0
J.社會服務及個人服務業,84 電影事業,843 電影片放映業,3840394,3432149,3689161,4541355,5323605,5702221,6160834,6107918,5412904,5341514,4522067,4214959
J.社會服務及個人服務業,84 電影事業,844 電影工業,497820,456140,543940,603200,703260,718440,768260,753960,662900,683360,629900,613660
J.社會服務及個人服務業,85 廣播電視業,851 廣播業,3850212,3505394,3853321,3897966,4349304,4266453,4427586,4503936,4254780,4058143,4009686,3868422
J.社會服務及個人服務業,85 廣播電視業,852 電視業,8036179,6971761,7949693,8181118,9162446,9209634,9552562,9732857,9076032,8988030,8371507,8227521
J.社會服務及個人服務業,85 廣播電視業,853 廣播電視節目供應業,1812082,1549984,1797648,1832804,2059961,2121258,2298120,2336582,2220298,2063948,2018426,1960415
J.社會服務及個人服務業,86 藝文業,861 技藝表演業,364664,325360,391870,418417,537084,568484,670700,611445,552455,596952,597986,690036
J.社會服務及個人服務業,86 藝文業,862 文學及藝術業,1187984,990293,1368592,1675688,2039810,2062964,1848320,1886808,1915727,2005033,1762854,1639421
J.社會服務及個人服務業,86 藝文業,863 藝文服務業,3584215,3060850,3892347,4790780,5329568,5918558,6494157,6488817,5468262,5391267,4648197,4333028
J.社會服務及個人服務業,87 娛樂業,,45003643,40690794,44708408,49665382,60054809,63212206,70414868,72296320,64433116,63595741,56567414,51837185
J.社會服務及個人服務業,88 旅館業,,124685335,116151359,127455858,139661858,164861751,172341112,187803253,188096515,172739562,171408740,152870166,143188683
J.社會服務及個人服務業,89 個人服務業,891 汽車服務業,11986680,10282310,11462883,12255263,14753189,15335329,16597168,17215268,15989659,15410880,14115765,13060685
J.社會服務及個人服務業,89 個人服務業,892 修理服務業,1878820,1505593,1682760,1864855,2341700,2525923,2801107,2903570,2653827,2472741,2316343,2053250
J.社會服務及個人服務業,89 個人服務業,893 洗染業,2845353,2620543,2809366,2759898,3208637,3255260,3198321,3344566,3142929,3078607,3045863,3091554
J.社會服務及個人服務業,89 個人服務業,894 家事服務業,120146,109857,126604,133527,154118,152701,173507,173011,157993,150565,146002,131382
J.社會服務及個人服務業,89 個人服務業,899 其他個人服務業,18932882,16639009,18882437,19910846,24972152,25750322,28080914,29163859,27069060,25642403,24808918,21557813
K.公共行政業,91 公務機構及國防事業,911 公務機構,114424804,100415461,120524482,133270835,158720389,166980021,174746925,178544402,157718722,160664391,139730257,129678402
K.公共行政業,91 公務機構及國防事業,912 國防事業,65118094,56854231,67519509,73998948,87645115,93805176,97577031,101358187,85114602,87531411,74067095,69605582
K.公共行政業,92 國際機構及外國駐在機構,國際機構及外國駐在機構,2000533,1718706,1908936,2296359,2691635,2566586,2538970,3043975,2598245,2603852,2190408,1856487
X.其他不能歸類之行業,93 家庭用(住宅用),家庭用(住宅用),205514871,186241044,206227784,204071298,233487846,232840742,251109212,259032842,250257669,244669815,230738143,219551071
X.其他不能歸類之行業,94 其他不能歸類之行業,其他不能歸類之行業,190374539,164385458,185096488,201699481,235756787,247303723,260202466,268823996,254805444,246507194,234240044,229798853
