行業別大類,行業別中類,行業別小類,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
K.金融及保險業,65 保險業,651 人身保險業,29364809,24385881,27646820,29976650,33051253,33130433,37202466,36608647,32870966,32005191,26650037,24818475
K.金融及保險業,65 保險業,652 財產保險業,2449875,2020790,2339355,2538848,2799102,2881907,3196495,3183437,2878706,2806345,2522909,2319950
K.金融及保險業,65 保險業,653 再保險業,0,0,0,0,0,0,0,0,0,0,0,0
K.金融及保險業,65 保險業,654 退休基金,0,0,0,0,0,0,0,0,0,0,0,0
K.金融及保險業,65 保險業,655 保險輔助業,667616,554401,608367,709117,781098,1019786,728199,702217,589723,551771,419568,385807
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,6019521,5366541,5580468,6145563,6939274,7168972,7557825,7942090,7733472,7147758,6420458,5997958
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,143189,125185,138764,143215,168904,166210,167572,180617,181502,161407,149266,135434
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,174220,157420,160920,182240,201840,208880,232940,242040,216220,210860,187040,174580
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,2799698,2572046,2797789,2888912,3173013,3202494,2970094,2089263,1895866,1869355,1606466,1499866
L.不動產業,67 不動產開發業, ,46360500,42597498,44879917,46512216,50643501,50897423,47843811,42919627,35067271,32341148,22717244,18346153
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,37411000,33011810,36196550,38355552,42406015,44254804,47156077,43307553,37063931,35047199,21363308,19269033
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,7754169,6810114,7398707,7773067,8302587,7891497,7450523,6420894,5843964,5545770,2424150,1820177
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,2615165,2230780,2508835,2870553,3345815,3583281,3324256,3327381,2969752,2793014,1564872,1322086
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,748520,626766,743264,924076,1160680,1135179,1238509,1013435,832968,747913,357802,288536
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,42089407,37593405,40479769,42373452,46871790,48044506,45710643,37548452,27961499,25664943,14660591,9088699
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,3748246,3351671,3680485,3945667,4381407,4621111,4541630,3840422,3417540,3230458,2841007,2651349
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,5316183,4455015,4911481,5423079,6034423,6150469,6805062,6380216,5628742,5421343,4659960,4367937
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,7308086,6404791,7368735,8168130,9142273,9526869,9914234,9985046,9287173,8803207,6221332,5867020
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,6726643,7068721,8282003,8787086,9583461,10055617,11127301,11140069,10080637,9902676,16526903,16350271
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,71600,63640,66540,79394,97020,105860,119760,127260,132700,118420,100760,89660
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,4470880,4005040,4792420,5053260,5464302,5650360,9861694,12656940,10412296,12557578,11903398,11732711
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,905318,781830,825915,803537,798654,852160,919458,1010959,991692,861590,646793,569930
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,107720,89160,100520,114720,120080,130520,145920,170720,163960,129520,125840,103560
M.專業、科學及技術服務業,74 專門設計業, ,657625,627712,591090,658804,749005,751403,743903,666622,569904,504201,338739,294573
M.專業、科學及技術服務業,75 獸醫業, ,441057,400874,537328,591256,676517,687780,572136,267283,378539,364825,320399,308295
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業, ,2569608,2163947,2505656,2767602,3160152,3558377,3412451,3565633,3216797,2982055,2545186,2329883
N.支援服務業,77 租賃業,771 機械設備租賃業,1516682,1248602,1376857,1416502,1504242,1486833,1284970,1143395,980359,1075910,573374,566967
N.支援服務業,77 租賃業,772 運輸工具租賃業,90816,84467,96505,106614,133146,152783,151382,162043,165273,143715,139315,130556
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,12625431,11223728,13922852,14436349,15199012,15736960,13913093,9508047,8381828,7937206,5938087,5886998
N.支援服務業,77 租賃業,774 智慧財產租賃業,25410,25780,24334,27647,36699,38485,39657,47492,46161,38427,29146,23164
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,1084925,911973,1015964,1015512,1314972,1341451,1477188,1500649,1265277,1117042,924868,678954
N.支援服務業,78 人力仲介及供應業,782 人力供應業,380229,367240,378714,399712,503631,550165,597856,550803,570048,500029,520306,184572
N.支援服務業,79 旅行及相關服務業, ,1721040,1724731,1750780,1887779,2052529,2342263,2600435,2751602,2511730,2341298,1960143,1698462
N.支援服務業,80 保全及偵探業, ,845996,797849,867649,909840,1067530,1034992,1162130,1177045,1119235,1077845,945903,821063
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,224120,270345,302692,328327,293104,297139,323934,367522,366411,327165,209388,178366
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,24002558,20995194,22970468,23421559,26018715,24924654,26241967,26615348,25171132,23547437,22231808,22523255
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,34800,39280,38557,35981,45010,47812,53544,64006,66512,61398,55245,54230
N.支援服務業,82 行政支援服務業, ,2654141,2414557,2692421,2724578,3157296,3215229,3191474,3522098,3213986,3493018,5923806,6046621
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,79097166,67958904,79583639,86778230,99154474,106958261,125711919,134506657,123855161,118260109,115065660,107823270
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,53054638,45406722,53062442,58010656,64024602,70471533,83162236,83954247,76325206,72429577,65822901,62647003
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,268040,377280,439140,463840,533000,589080,1264444,1721884,1595863,1484332,1236329,1204040
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構, ,956439,905114,1002502,1181116,1295542,1252273,1381798,1228418,1315450,1134793,1028213,928263
P.教育業,85 教育業,851 學前教育,1606446,1446273,1512844,1793094,2380371,2745066,3269726,3555831,3585633,3115694,2555440,1993165
P.教育業,85 教育業,852 小學教育,17032870,15072227,18611209,20716043,23993364,24249069,18842443,19170296,24500506,24673677,20948901,20122667
P.教育業,85 教育業,853 國民中學教育,21006235,18078997,23386731,27867153,30968740,30945921,25777584,26371057,32424507,30864119,24419592,23007327
P.教育業,85 教育業,854 高級中等教育,23628545,20598291,27444717,33671499,38612182,37524148,31843837,31389002,40027760,37188170,28467242,26790666
P.教育業,85 教育業,855 大專校院,137177540,111837775,159649811,180335346,205065429,206371337,185391737,175125166,198292491,200058505,167605732,157350048
P.教育業,85 教育業,856 特殊教育學校,74912,66652,82208,87728,103116,109548,75288,76884,106572,100448,81836,81608
P.教育業,85 教育業,858 教育輔助業,7743,8256,14656,15354,22145,23727,25503,16108,16051,12920,15080,11582
P.教育業,85 教育業,859 其他教育業,19544443,16781233,19149777,20651509,23573025,24545708,23629146,19992940,17203428,17603493,13057918,11343911
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,178080281,158742111,184742286,200667078,218145027,229644559,254860749,257730169,234336588,225553066,198297265,188698977
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,16282118,14833265,16303547,17744436,20220655,20641333,21877881,22349450,20826953,19415825,16462786,14796968
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,12035753,10825048,12051767,12865794,14116265,15008151,16468988,16295362,14778014,14185060,12449789,11957327
Q.醫療保健及社會工作服務業,87 居住型照顧服務業, ,15645152,14473734,15748889,17062398,20056953,22600474,25589422,27140984,25435996,22845188,18842887,16444711
Q.醫療保健及社會工作服務業,88 其他社會工作服務業, ,7408013,6442421,7777582,8695676,9954908,10803355,11346272,11175474,10095444,10041194,6357647,5783078
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,377990,329915,402830,504583,526518,553080,659624,681044,674304,626159,576836,490990
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,615400,497292,696683,765219,844695,893832,1015680,1005753,871680,762964,750182,632767
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,4434387,3627171,4683690,5168232,5724922,6057679,7110284,7128638,6235883,6168975,5267057,4857107
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,931 運動服務業,13275608,12284061,13813089,14904520,15856945,17423056,19321759,19883907,17979802,17119933,15201191,14282664
R.藝術、娛樂及休閒服務業,92 博弈業,932 娛樂及休閒服務業,51166,52404,55790,56129,73689,78155,88724,218756,219918,188420,175125,183906
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,11525968,20045569,21632965,23855586,26107591,27174582,30446412,32151823,30287026,29153832,26683593,24449172
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,26825965,26238386,27778909,29458316,33849017,36713842,40707179,44787096,42253143,38850277,34824867,31634655
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,3452051,3410311,3731842,3929328,4417168,4659926,5645431,6374184,5922126,5536306,6533843,6106403
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,302976,242454,311345,340523,382826,465422,540214,685915,801541,755151,626575,591441
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,25655122,22169229,26720071,28679660,31177994,32903010,35616028,34547667,30524270,29637898,26932223,25286894
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,3890987,3561786,3791574,4032238,4837583,4993284,5524742,6514181,7164597,6578018,6577297,5882112
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,297032,241804,288188,321979,379614,408545,347435,287246,312517,327284,187450,152788
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,244530,207671,237710,269412,294769,295586,353111,362915,320412,328574,108190,102978
S.其他服務業,96 未分類其他服務業,961 洗衣業,5295295,5035372,5232347,5282842,5602438,5488360,5597147,5456256,5345774,5032716,4652854,4485150
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,6462038,6474787,6422976,6353817,7065594,7348637,7272824,8008885,7987235,7156825,6512103,5494015
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,3196739,2832569,3376802,3724320,4121588,4568833,4938828,4887799,4805814,4358753,3369713,2996731
S.其他服務業,96 未分類其他服務業,964 家事服務業,20541,20024,18099,20369,23361,22950,24636,28175,14292,13410,76182,73873
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,3849646,3467878,3894415,3937317,4474440,4421160,4785878,4926251,4788963,4413381,4318124,4148226
T.家庭(住宅用),97 家庭(住宅用),,181107799,168306418,169451155,175597667,191822149,195957574,211803368,238436219,246524510,229815732,230237033,221085318
U.其他不能歸類,98 其他不能歸類,,64240643,58389827,63242898,67817437,75855789,84481247,84331469,108880010,79673737,86232996,88489360,81524490
