行業別大類,行業別中類,行業別小類,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
C.製造業,27 金屬基本工業,272 鋁基本工業,52126995,47809659,56082416,52536118,55292921,54925337,55055270,57591971,54804326,53509891,52553296,51746435
C.製造業,27 金屬基本工業,273 銅基本工業,37910794,35603608,40929951,38581603,40379546,39102103,41085018,41250806,40261792,40684271,39404552,37921198
C.製造業,27 金屬基本工業,279 其他非鐵金屬基本工業,7881762,7503622,9632539,8695098,9320706,9796074,9986506,10376691,9615974,9214114,9651086,9147727
C.製造業,28 金屬製品製造業,281 金屬手工具製造,20445014,19885191,23734079,22965877,24440874,26198816,26695679,27657811,26418486,25609692,25073555,24851164
C.製造業,28 金屬製品製造業,282 金屬模具製造,38514388,35758936,43084683,42996130,45741351,48151032,50122368,51133356,49744607,48520858,45908079,45633079
C.製造業,28 金屬製品製造業,283 金屬建築結構及組件製造,17804846,17034596,20160881,17593331,18090468,18616692,19359607,21411119,20618915,19302968,19081388,19586508
C.製造業,28 金屬製品製造業,284 鋁銅製品製造,55574764,54416560,64633304,59892204,64695674,65764712,66085315,69151378,67377760,64456153,64069643,62391188
C.製造業,28 金屬製品製造業,285 粉末冶金、表面及金屬熱處理業,81943097,80608336,97984196,91083094,96581267,98143452,98777152,101585424,98198273,94112992,95896521,96502617
C.製造業,28 金屬製品製造業,289 其他金屬製品製造,329469408,320059216,378844365,364641621,387708344,394576525,404407711,411718561,403778044,392015768,381736627,384512988
C.製造業,29 機械設備製造修配業,291 鍋爐及原動機製造修配,6949223,6661125,8646972,7925227,8848882,9593001,9595107,9870085,9514477,8737919,8880782,7953110
C.製造業,29 機械設備製造修配業,292 農業及園藝機械製造修配,2259371,1930181,2320263,2152485,2386750,2695212,2788322,2896099,2850032,2601232,2613118,2485517
C.製造業,29 機械設備製造修配業,293 金屬加工用機械製造修配,42057373,40094603,48344548,47826328,50797131,53385737,54635214,56529437,55659901,53134685,51351397,51197871
C.製造業,29 機械設備製造修配業,294 專用生產機械製造修配,12369524,11673802,14322516,13990457,15332405,16609985,16612852,17681626,16781004,15750526,15137277,14304154
C.製造業,29 機械設備製造修配業,295 建築及礦業機械設備製造修配,1961976,1947190,2680710,2493483,2679348,2679378,2737875,2792174,2681462,2643598,2623757,2704713
C.製造業,29 機械設備製造修配業,296 事務機器製造,1558057,1435003,1693699,1723178,1940694,2021340,2163731,2190627,2074176,1839656,1801717,1669228
C.製造業,29 機械設備製造修配業,297 污染防治設備製造修配,4079801,4114078,5005707,4831401,4933619,5109252,5078255,5573060,5477945,5431200,5398632,5410242
C.製造業,29 機械設備製造修配業,298 通用機械設備製造修配,3906378,3641583,4340189,4380375,5061233,5473372,5805653,6005604,5896420,5526823,5143397,4813860
C.製造業,29 機械設備製造修配業,299 其他機械製造修配,84081869,80508470,98330189,96442757,104177558,111206836,115105756,116879713,113736911,108061867,105082258,99818149
C.製造業,31 電力及電子機械器材製造修配業,311 電力機械器材製造修配,55779324,55907213,67215422,63568184,69136160,72190587,74306629,77448388,74606573,70516614,69481238,63721901
C.製造業,31 電力及電子機械器材製造修配業,312 家用電器製造,26757119,24862738,27873382,28695536,31231506,32615341,33296742,33057001,32435787,31178723,28997191,27341035
C.製造業,31 電力及電子機械器材製造修配業,313 照明設備製造,7999048,6545908,7456868,7646264,8386238,8903002,9899892,9952726,9425900,9539746,8911934,8576116
C.製造業,31 電力及電子機械器材製造修配業,314 資料儲存及處理設備製造,392577431,358324155,403611892,392484998,420137234,417421298,431685097,438187976,425825355,418251693,399245396,399568071
C.製造業,31 電力及電子機械器材製造修配業,315 視聽電子產品製造,33166296,30185419,34668084,34710742,38135364,39466139,39910487,40472572,38664513,38435341,35855750,34513178
C.製造業,31 電力及電子機械器材製造修配業,316 通信機械器材製造,70509996,66420959,75946870,75129208,80453915,82852582,85348284,87494029,84142520,82047102,77327993,74978745
C.製造業,31 電力及電子機械器材製造修配業,317 電子零組件製造,2649829859,2441697786,2772739679,2747692668,2952467305,2957293126,3104442420,3160755465,3060337187,3056054526,2878290978,2867309847
C.製造業,31 電力及電子機械器材製造修配業,318 電池製造,37209557,35068207,37771797,36188676,37623811,40824271,40988205,43555629,41543014,39617647,36398906,35267298
C.製造業,31 電力及電子機械器材製造修配業,319 其他電力及電子機械器材製造修配,484678239,448422445,503456164,499079243,527416042,523821704,544103439,550951328,531034150,532477297,501939669,507061213
C.製造業,32 運輸工具製造修配業,321 船舶及其零件製造修配,20577887,18763605,21980217,20992308,22975275,23803890,24076136,24820088,22904051,23047110,21171952,20339351
C.製造業,32 運輸工具製造修配業,322 鐵路車輛及其零件製造修配,1758671,1676203,2001170,1946817,2153018,2461689,2458090,2536550,2375178,2180277,1994856,1975765
C.製造業,32 運輸工具製造修配業,323 汽車及其零件製造,91649371,88903228,110480950,104001274,111369486,121153350,121766774,123019499,119881567,114136049,113498696,105953692
C.製造業,32 運輸工具製造修配業,324 機車及其零件製造,13245106,12851806,16811351,15681430,17957992,19500453,19331636,20450429,19785081,17991384,17483775,13758639
C.製造業,32 運輸工具製造修配業,325 自行車及其零件製造,10329550,10094014,12059220,11366084,12852125,14161171,14649311,15094043,14086831,12848128,12932585,12409708
C.製造業,32 運輸工具製造修配業,326 航空器及其零件製造修配,20545231,21357260,25465284,24979872,28659202,31132688,31991881,33928407,32496821,29386695,28574071,26312867
C.製造業,32 運輸工具製造修配業,329 其他運輸工具及其零件製造修配,16963929,16631402,19904009,18768170,21103820,22763713,23149150,23719831,22577013,21697272,21490018,20414536
C.製造業,33 精密器械製造業,331 科學、光學及工業精密器械製造,104008213,97021354,112248710,109164237,117278097,119664842,125023225,129504523,127345099,128540617,123200954,122462657
C.製造業,33 精密器械製造業,332 鐘錶製造,1760158,1643166,1999297,1930259,2118534,2279976,2385110,2563343,2418724,2283370,2131783,1881843
C.製造業,33 精密器械製造業,333 醫療機械器材設備製造,7636776,7073807,8659450,8642983,9818347,10784238,11155476,11879364,11395157,10634214,10339170,9874654
C.製造業,33 精密器械製造業,339 其他精密器械製造,13442694,12709070,15191488,14537186,16027628,16936741,17144243,17924538,17458199,16503291,16177478,15556151
C.製造業,39 其他工業製品製造業,391 育樂用品製造,9746461,9585171,11978459,11528596,12871404,13741830,13809627,14936191,14480208,13555921,13174846,12328265
C.製造業,39 其他工業製品製造業,399 其他工業製品製造,67932150,63306416,71826937,72446431,76864779,76658265,78772149,80629243,83998153,75876068,70635397,68968603
D.水、電、燃氣業,41 電力供應業,,56375318,8198786,7973004,9123906,9755848,7647016,5386663,26252965,4829574,8416306,10417101,7519778
D.水、電、燃氣業,42 氣體燃料供應業,,44138699,39971241,46009590,43115902,47228314,51137108,51528949,53853793,53083678,52434691,63896146,62906956
D.水、電、燃氣業,43 蒸氣、熱水及熱能供應業,,5420425,11272821,4410030,3798187,1060612,1065552,3457143,3032190,2986781,2424218,1674260,2338338
D.水、電、燃氣業,44 用水供應業,,104140067,94080962,103588026,104121959,103954553,99867827,105395116,105017358,104357867,113381271,105479967,110805473
E.營造業,45 土木工程業,,9881097,8794468,9863254,9664424,9930204,10193043,10389087,10250981,10156982,10190789,9843499,10202575
E.營造業,46 建築工程業,,27519188,25285917,25528056,29104678,29403164,29679522,30909866,30342287,29604553,30776967,27048477,26414521
E.營造業,47 機電、電路及管道工程業,,2080032,1259598,1211118,1202879,1333336,1367235,1578838,2419321,1485438,1755777,1170338,1079601
E.營造業,48 建物裝潢業,,48638,45658,39506,48076,52381,59575,65191,63269,68017,70386,55665,48126
E.營造業,49 其他營造業,,6085937,5745945,5882320,6688309,6652052,7082577,7562303,7766562,7638716,8115170,7785171,7906266
F.批發、零售及餐飲業,51 批發業,511 綜合商品批發,30549125,26938210,29335966,30582933,33914305,34560560,37175554,37531654,36069003,35042068,31089258,28910877
F.批發、零售及餐飲業,51 批發業,512 農、畜、水產品批發,8602119,8019912,8635323,9445848,10531710,10961696,12025315,12089622,11902409,11609405,10209115,9378082
F.批發、零售及餐飲業,51 批發業,513 食品什貨批發,4773124,4500526,4425857,5112574,5470289,5929590,6278669,6166368,6118342,6396080,5384072,4989642
F.批發、零售及餐飲業,51 批發業,514 布疋、衣著、服飾品批發,1715472,1601753,1508342,1749672,1896622,2022247,2296328,2253006,2255489,2337062,1933179,1731741
F.批發、零售及餐飲業,51 批發業,515 家具及室內裝設品批發,508493,449216,480317,529118,610776,732917,835273,859445,821829,796198,659864,550215
F.批發、零售及餐飲業,51 批發業,516 五金及家庭日常用品批發,3406481,3031263,3333398,3502013,3827412,3967645,4259625,4231891,4109728,4112511,3623975,3429209
F.批發、零售及餐飲業,51 批發業,517 化學製品批發,474011,440051,509918,499496,553743,552081,562807,591664,585285,570224,545093,568068
F.批發、零售及餐飲業,51 批發業,518 藥品、化妝品批發,710911,658616,624814,697372,799027,875424,955697,935842,926526,936692,814451,703941
F.批發、零售及餐飲業,52 批發業,521 文教、育樂用品批發,684786,642358,601363,704758,806715,886106,1021799,1039449,1040529,1075282,901256,744928
F.批發、零售及餐飲業,52 批發業,522 鐘錶、眼鏡批發,317160,301281,273477,334062,366653,399139,454391,457240,458304,488652,389081,347377
F.批發、零售及餐飲業,52 批發業,523 建材批發,681928,634172,708053,668147,756620,687022,779775,767438,781776,752610,746308,745001
F.批發、零售及餐飲業,52 批發業,524 燃料批發,1202983,907168,979917,1028332,1010259,1018774,1121762,1092157,1024811,1007671,894190,919110
F.批發、零售及餐飲業,52 批發業,525 機械器具批發,345308,299883,306084,364093,420707,434367,497059,480548,464143,474843,409214,377134
F.批發、零售及餐飲業,52 批發業,526 汽機車、自行車及其零件、配備批發,1379945,1375487,1576455,1598698,1854803,2027018,2314512,2337849,2316875,2230772,1879394,1605650
F.批發、零售及餐飲業,52 批發業,527 首飾及貴金屬批發,89102,80694,70093,81948,86983,99671,113269,113791,111337,118334,97561,85935
F.批發、零售及餐飲業,52 批發業,528 攝影器材批發,117062,110455,108710,126777,149210,153868,176818,175818,169036,151437,132047,114223
F.批發、零售及餐飲業,52 批發業,529 其他批發,3108009,2807119,2993590,3200916,3525924,3600738,4044942,4023920,4156976,4203697,3719421,3485464
F.批發、零售及餐飲業,53 零售業,531 綜合商品零售,241629412,219578595,230970447,250234354,275863950,288265264,312452524,314735722,303338812,303370473,261564680,242501244
F.批發、零售及餐飲業,53 零售業,532 農、畜、水產品零售,10630349,9781151,10185883,11093942,12214302,12708593,13816965,13837248,13589046,13739672,11942085,11032818
F.批發、零售及餐飲業,53 零售業,533 食品什貨零售,18004653,16773741,15942487,18616709,20140752,21321026,23624528,23284989,23159193,24630592,20238163,18395757
F.批發、零售及餐飲業,53 零售業,534 布疋、衣著、服飾品零售,9736019,9167793,8445355,9847889,11123650,12112396,14089650,13969140,13908444,14343251,11619173,9963931
F.批發、零售及餐飲業,53 零售業,535 家具及室內裝設品零售,1348619,1158400,1226612,1482308,1716741,1862101,2130261,2212680,2133951,2086737,1676539,1431615
F.批發、零售及餐飲業,53 零售業,536 五金及家庭日常用品零售,3569646,3320279,3244690,3733249,4291385,4726075,5354285,5355484,5319715,5367982,4396986,3826439
F.批發、零售及餐飲業,53 零售業,537 化學製品零售,152164,148889,135918,155803,152811,150027,165788,161233,169748,178483,156571,155634
F.批發、零售及餐飲業,53 零售業,538 藥品、化妝品零售,2815458,2636667,2445060,2913508,3209915,3504899,4073320,4045114,4066405,4292497,3437944,2991471
F.批發、零售及餐飲業,54 零售業,541 文教、育樂用品零售,3583402,3302111,3130077,3687022,4107527,4578195,5281074,5320644,5343494,5557316,4493017,3868193
F.批發、零售及餐飲業,54 零售業,542 鐘錶、眼鏡零售,1546315,1410844,1312532,1585717,1751828,1930282,2243822,2224681,2215223,2381125,1853509,1627967
F.批發、零售及餐飲業,54 零售業,543 建材零售,296510,303287,266463,311908,308783,293292,308162,311682,364834,365553,322951,317814
F.批發、零售及餐飲業,54 零售業,544 燃料零售,3398828,3404279,3133186,3486246,3409869,3328331,3648318,3633782,3575920,3938542,3453714,3413050
F.批發、零售及餐飲業,54 零售業,545 機械器具零售,741010,682762,700661,808296,891887,946087,1066343,1104225,1007373,1053633,857940,778942
F.批發、零售及餐飲業,54 零售業,546 汽機車、自行車及其零件、配備零售,3037011,2718783,2646312,3180670,3727113,4284713,4858367,4882573,4811612,4872353,3860755,3307655
F.批發、零售及餐飲業,54 零售業,547 首飾及貴金屬零售,554214,512589,489329,575342,649942,724594,857066,851228,849230,852026,694115,594279
F.批發、零售及餐飲業,54 零售業,548 攝影器材零售,151864,134569,131010,155016,173507,201116,245032,254039,253575,265803,196787,157469
F.批發、零售及餐飲業,55 零售業,551 中古商品零售,106220,103286,101048,110263,131696,117669,115152,109944,117022,118892,101982,96203
F.批發、零售及餐飲業,55 零售業,559 其他零售,13837972,12612636,12953478,14183844,15599743,16494313,18360397,18478479,17850695,18304917,15566668,14378533
F.批發、零售及餐飲業,56 國際貿易業,,8032373,7361233,8617125,8966052,10550215,11856430,12531487,13349106,12248807,10564213,9580361,8246886
F.批發、零售及餐飲業,57 餐飲業,571 餐館業,72068161,68116954,63793433,73767025,82715005,90343709,101638415,102399059,100827583,104317234,86343704,76711204
F.批發、零售及餐飲業,57 餐飲業,572 茶館及飲料店業,5652369,5532107,5061287,5996527,6655187,7195597,8118355,8081124,8227391,8653020,6971905,6195676
F.批發、零售及餐飲業,57 餐飲業,579 其他餐飲業,14593315,13946770,13209183,15287055,16964970,18308961,20528015,20476161,20299270,21173114,17263950,15459360
G.運輸、倉儲及通信業,61 運輸業,611 陸上運輸業,178145947,160292350,177200768,173876146,198978116,195955472,202760180,208734151,197850866,198606249,181328414,200429039
G.運輸、倉儲及通信業,61 運輸業,612 水上運輸業,1867735,1709328,1865954,2060101,2318834,2485551,2379365,2449655,2325392,2235515,1929053,1810113
G.運輸、倉儲及通信業,61 運輸業,613 航空運輸業,28801765,24659792,28596783,29452257,34515024,36310258,39312317,39274314,36943134,34913372,30374125,28548990
G.運輸、倉儲及通信業,61 運輸業,614 儲配運輸物流業,6423446,5923962,6339683,6606526,7531439,8127949,8848965,9060720,8654476,8039542,7066585,6478691
G.運輸、倉儲及通信業,61 運輸業,615 運輸服務業,8845237,7781396,8953368,9963983,11360865,12232084,13146497,13297157,12568125,12010885,10268677,9259515
G.運輸、倉儲及通信業,61 運輸業,616 運輸服務業,3628134,3138263,3628785,3711454,4324424,4929014,5245011,5423218,5233319,4924252,4238406,3656661
G.運輸、倉儲及通信業,62 倉儲業,,62368747,54703549,62023433,66980473,74183397,78186164,84398250,85569850,83457169,82027711,73459457,69366656
G.運輸、倉儲及通信業,63 通信業,631 郵政業,4288243,3824833,4466218,4870807,5969332,6896971,7190917,7549771,7201924,6180717,5218907,4220221
G.運輸、倉儲及通信業,63 通信業,632 電信業,101980425,94703458,100970044,104276623,110335440,112623295,117649962,118929154,115020475,114808353,104457703,101844075
H.金融、保險及不動產業,65 金融及其輔助業,651 銀行業,31746407,29402433,31976277,33943923,38973867,42977664,46589265,47774165,45862314,43455199,38326734,34316382
H.金融、保險及不動產業,65 金融及其輔助業,652 信用合作社業,1634463,1502118,1472778,1675782,1979000,2229272,2526400,2528560,2510123,2537752,2091150,1833224
H.金融、保險及不動產業,65 金融及其輔助業,653 農會、漁會信用業,2683753,2465640,2593852,2895321,3492442,3935373,4394112,4533247,4479902,4280390,3432966,2948250
H.金融、保險及不動產業,65 金融及其輔助業,654 信託投資業,1208358,1094616,1170085,1276914,1456288,1630638,1742059,1858274,1767185,1590955,1420030,1239026
H.金融、保險及不動產業,65 金融及其輔助業,655 郵政儲金匯兌業,964003,857994,1019478,1190510,1551206,1802521,1907622,2006067,1911445,1668306,1349528,1032123
H.金融、保險及不動產業,65 金融及其輔助業,659 其他金融及其輔助業,5015414,4525367,5229157,5380063,6181005,6662783,7195452,7400247,6824732,6191458,5620245,4999134
H.金融、保險及不動產業,66 證券及期貨業,661 證券業,5928971,5428822,5112956,5739399,6244389,6549498,7170757,7229269,6966652,7001887,5916764,5521864
H.金融、保險及不動產業,66 證券及期貨業,662 期貨業,65977,58416,53674,70432,73681,83353,92234,90909,91213,95537,72943,68908
H.金融、保險及不動產業,67 保險業,671 人身保險業,12774329,11730048,13608544,13756244,15714077,17245440,18000827,18777395,17479844,16000913,14823485,13247691
H.金融、保險及不動產業,67 保險業,672 財產保險業,2452796,2223294,2561091,2553224,2827782,3032551,3190446,3299075,3075429,2894922,2720237,2533103
